subject,day_block,Mood.Index,outcome1b,outcome2b,outcome3b,outcome4b,outcome5b,outcome6b,outcome7b,outcome8b,outcome9b,outcome1bo,outcome2bo,outcome3bo,outcome4bo,outcome5bo,outcome6bo,outcome7bo,outcome8bo,outcome9bo,outcome_mag1b,outcome_mag2b,outcome_mag3b,outcome_mag4b,outcome_mag5b,outcome_mag6b,outcome_mag7b,outcome_mag8b,outcome_mag9b,outcome_magnitude1b,outcome_magnitude2b,outcome_magnitude3b,outcome_magnitude4b,outcome_magnitude5b,outcome_magnitude6b,outcome_magnitude7b,outcome_magnitude8b,outcome_magnitude9b,component,Trial.Index,moodrate_scaled,moodrate,Index,day,block,Local.Date.D1,wof_order,wofoutcome1,Local.Date.D2,wofoutcome2,Local.Date.D1.Day,Local.Date.D2.Day,day_diff,day_block2,block_type,max_moodrate,min_moodrate
40,day1_block1,2,1,0,1,1,0,0,NA,NA,NA,1,-1,1,1,-1,-1,NA,NA,NA,0,0,-4,0,0,0,NA,NA,NA,5,0,1,5,0,0,NA,NA,NA,moodrate,6,0.4956013583077589,5,3,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,3,1,0,1,1,0,1,1,0,0,1,-1,1,1,-1,1,1,-1,-1,4,0,4,0,0,-4,0,0,0,9,0,9,5,0,1,5,0,0,moodrate,9,1.8280377970368153,7,4,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,4,0,0,1,1,0,1,1,0,1,-1,-1,1,1,-1,1,1,-1,1,0,0,-1,4,0,4,0,0,-4,0,0,4,9,0,9,5,0,1,moodrate,12,0.4956013583077589,5,5,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,5,1,1,1,0,0,1,1,0,1,1,1,1,-1,-1,1,1,-1,1,1,0,3,0,0,-1,4,0,4,6,5,8,0,0,4,9,0,9,moodrate,15,1.8280377970368153,7,6,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,-1,1,4,1,2,1,0,3,0,0,-1,9,6,7,6,5,8,0,0,4,moodrate,18,1.8280377970368153,7,7,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,7,0,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,4,1,2,1,0,3,0,0,6,9,6,7,6,5,8,moodrate,21,0.4956013583077589,5,8,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,8,1,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,4,1,2,6,0,0,0,0,6,9,6,7,moodrate,24,1.161819577672287,6,9,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,9,0,1,0,1,0,0,0,0,1,-1,1,-1,1,-1,-1,-1,-1,1,0,3,0,1,0,0,0,0,1,0,8,0,6,0,0,0,0,6,moodrate,27,0.4956013583077589,5,10,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,10,1,1,1,0,1,0,1,0,0,1,1,1,-1,1,-1,1,-1,-1,3,3,5,0,3,0,1,0,0,8,8,10,0,8,0,6,0,0,moodrate,30,1.8280377970368153,7,11,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,11,0,0,0,1,1,1,0,1,0,-1,-1,-1,1,1,1,-1,1,-1,0,0,0,3,3,5,0,3,0,0,0,0,8,8,10,0,8,0,moodrate,33,-0.8368350804212974,3,12,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,12,1,1,1,0,0,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,-3,1,0,0,0,0,3,3,5,2,6,5,0,0,0,8,8,10,moodrate,36,1.161819577672287,6,13,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,13,0,1,1,1,1,1,0,0,0,-1,1,1,1,1,1,-1,-1,-1,0,2,3,-3,1,0,0,0,0,0,7,8,2,6,5,0,0,0,moodrate,39,1.161819577672287,6,14,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,14,0,1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,0,-1,3,0,2,3,-3,1,0,0,4,8,0,7,8,2,6,5,moodrate,42,1.8280377970368153,7,15,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,15,1,1,0,0,1,1,0,1,1,1,1,-1,-1,1,1,-1,1,1,2,2,0,0,-1,3,0,2,3,7,7,0,0,4,8,0,7,8,moodrate,45,1.161819577672287,6,16,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,16,0,1,1,1,1,0,0,1,1,-1,1,1,1,1,-1,-1,1,1,0,2,-4,2,2,0,0,-1,3,0,7,1,7,7,0,0,4,8,moodrate,48,1.161819577672287,6,17,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,17,1,1,0,0,1,1,1,1,0,1,1,-1,-1,1,1,1,1,-1,4,1,0,0,2,-4,2,2,0,9,6,0,0,7,1,7,7,0,moodrate,51,1.8280377970368153,7,18,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,18,1,1,0,1,1,0,0,1,1,1,1,-1,1,1,-1,-1,1,1,3,3,0,4,1,0,0,2,-4,8,8,0,9,6,0,0,7,1,moodrate,54,2.4942560164013434,8,19,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,19,0,0,0,1,1,0,1,1,0,-1,-1,-1,1,1,-1,1,1,-1,0,0,0,3,3,0,4,1,0,0,0,0,8,8,0,9,6,0,moodrate,57,-1.5030532997858257,2,20,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,20,0,1,0,0,0,0,1,1,0,-1,1,-1,-1,-1,-1,1,1,-1,0,1,0,0,0,0,3,3,0,0,6,0,0,0,0,8,8,0,moodrate,60,1.161819577672287,6,21,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,21,1,0,1,0,1,0,0,0,0,1,-1,1,-1,1,-1,-1,-1,-1,-2,0,4,0,1,0,0,0,0,3,0,9,0,6,0,0,0,0,moodrate,63,0.4956013583077589,5,22,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,22,0,0,0,1,0,1,0,1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,0,0,-2,0,4,0,1,0,0,0,0,3,0,9,0,6,0,moodrate,66,-2.169271519150354,1,23,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,23,0,1,0,0,0,0,1,0,1,-1,1,-1,-1,-1,-1,1,-1,1,0,4,0,0,0,0,-2,0,4,0,9,0,0,0,0,3,0,9,moodrate,69,0.4956013583077589,5,24,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,24,1,0,0,0,1,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,4,0,0,0,0,5,0,0,0,9,0,0,0,0,moodrate,72,0.4956013583077589,5,25,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,25,1,1,1,1,0,0,0,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,4,0,4,5,5,5,0,0,0,9,0,moodrate,75,0.4956013583077589,5,26,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,26,0,0,1,1,1,1,1,0,0,-1,-1,1,1,1,1,1,-1,-1,0,0,3,-1,0,0,0,0,0,0,0,8,4,5,5,5,0,0,moodrate,78,0.4956013583077589,5,27,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,27,0,1,0,0,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,-1,0,0,0,3,-1,0,0,0,4,0,0,0,8,4,5,5,moodrate,81,1.161819577672287,6,28,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,28,0,0,1,0,1,0,0,0,1,-1,-1,1,-1,1,-1,-1,-1,1,0,0,-2,0,-1,0,0,0,3,0,0,3,0,4,0,0,0,8,moodrate,84,0.4956013583077589,5,29,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,29,0,0,0,0,0,1,0,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,0,0,-2,0,-1,0,0,0,0,0,0,3,0,4,0,moodrate,87,-2.169271519150354,1,30,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,30,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,3,moodrate,90,-2.169271519150354,1,31,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,31,0,1,1,0,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,0,4,4,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,moodrate,93,0.4956013583077589,5,32,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,32,1,0,0,0,1,1,0,0,0,1,-1,-1,-1,1,1,-1,-1,-1,5,0,0,0,4,4,0,0,0,10,0,0,0,9,9,0,0,0,moodrate,96,0.4956013583077589,5,33,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,33,0,0,1,1,0,0,0,1,1,-1,-1,1,1,-1,-1,-1,1,1,0,0,5,5,0,0,0,4,4,0,0,10,10,0,0,0,9,9,moodrate,99,0.4956013583077589,5,34,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,34,0,1,0,0,0,1,1,0,0,-1,1,-1,-1,-1,1,1,-1,-1,0,0,0,0,0,5,5,0,0,0,5,0,0,0,10,10,0,0,moodrate,102,0.4956013583077589,5,35,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,35,0,0,0,0,1,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,10,moodrate,105,-0.8368350804212974,3,36,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,36,0,1,1,0,0,0,0,1,0,-1,1,1,-1,-1,-1,-1,1,-1,0,-1,-2,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,moodrate,108,0.4956013583077589,5,37,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,37,1,1,0,0,1,1,0,0,0,1,1,-1,-1,1,1,-1,-1,-1,5,2,0,0,-1,-2,0,0,0,10,7,0,0,4,3,0,0,0,moodrate,111,1.161819577672287,6,38,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,38,0,1,0,1,1,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,0,-3,0,5,2,0,0,-1,-2,0,2,0,10,7,0,0,4,3,moodrate,114,-0.17061686105676926,4,39,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,39,1,1,0,0,1,0,1,1,0,1,1,-1,-1,1,-1,1,1,-1,1,0,0,0,-3,0,5,2,0,6,5,0,0,2,0,10,7,0,moodrate,117,1.161819577672287,6,40,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
40,day1_block1,40,0,1,0,1,1,0,0,1,0,-1,1,-1,1,1,-1,-1,1,-1,0,3,0,1,0,0,0,-3,0,0,8,0,6,5,0,0,2,0,moodrate,NA,1.161819577672287,6,41,1,1,2021-02-26T01:13:05Z,Winsec,0,2021-02-27T15:38:02Z,1,2021-02-26,2021-02-27,1,loseday_block1,before_loss,8,1
199,day1_block1,1,1,1,0,NA,NA,NA,NA,NA,NA,1,1,-1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,NA,moodrate,3,1.170708385157875,6,2,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,2,0,0,1,1,1,0,NA,NA,NA,-1,-1,1,1,1,-1,NA,NA,NA,0,0,-4,0,0,0,NA,NA,NA,0,0,1,5,5,0,NA,NA,NA,moodrate,6,0.5553360288569407,5,3,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,3,1,1,1,0,0,1,1,1,0,1,1,1,-1,-1,1,1,1,-1,-1,0,4,0,0,-4,0,0,0,4,5,9,0,0,1,5,5,0,moodrate,9,0.5553360288569407,5,4,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,4,0,1,1,1,1,1,0,0,1,-1,1,1,1,1,1,-1,-1,1,0,2,-1,-1,0,4,0,0,-4,0,7,4,4,5,9,0,0,1,moodrate,12,0.5553360288569407,5,5,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,5,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,0,1,0,2,-1,-1,0,4,5,5,6,0,7,4,4,5,9,moodrate,15,0.5553360288569407,5,6,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,6,1,1,0,1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1,4,1,0,0,0,1,0,2,-1,9,6,0,5,5,6,0,7,4,moodrate,18,0.5553360288569407,5,7,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,7,0,0,0,1,1,0,1,1,1,-1,-1,-1,1,1,-1,1,1,1,0,0,0,4,1,0,0,0,1,0,0,0,9,6,0,5,5,6,moodrate,21,-0.06003632744399365,4,8,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,8,1,1,1,0,0,0,1,1,0,1,1,1,-1,-1,-1,1,1,-1,1,4,1,0,0,0,4,1,0,6,9,6,0,0,0,9,6,0,moodrate,24,0.5553360288569407,5,9,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,9,0,0,0,1,1,1,0,0,0,-1,-1,-1,1,1,1,-1,-1,-1,0,0,0,1,4,1,0,0,0,0,0,0,6,9,6,0,0,0,moodrate,27,0.5553360288569407,5,10,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,10,1,0,1,0,0,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,3,0,-1,0,0,0,1,4,1,8,0,4,0,0,0,6,9,6,moodrate,30,1.170708385157875,6,11,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,11,1,0,1,1,0,1,0,0,0,1,-1,1,1,-1,1,-1,-1,-1,-1,0,0,3,0,-1,0,0,0,4,0,5,8,0,4,0,0,0,moodrate,33,0.5553360288569407,5,12,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,12,1,0,1,1,0,1,1,0,1,1,-1,1,1,-1,1,1,-1,1,-3,0,0,-1,0,0,3,0,-1,2,0,5,4,0,5,8,0,4,moodrate,36,0.5553360288569407,5,13,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,13,0,0,0,1,0,1,1,0,1,-1,-1,-1,1,-1,1,1,-1,1,0,0,0,-3,0,0,-1,0,0,0,0,0,2,0,5,4,0,5,moodrate,39,0.5553360288569407,5,14,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,14,0,1,1,0,0,0,1,0,1,-1,1,1,-1,-1,-1,1,-1,1,0,-1,3,0,0,0,-3,0,0,0,4,8,0,0,0,2,0,5,moodrate,42,0.5553360288569407,5,15,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,15,0,0,1,0,1,1,0,0,0,-1,-1,1,-1,1,1,-1,-1,-1,0,0,-1,0,-1,3,0,0,0,0,0,4,0,4,8,0,0,0,moodrate,45,0.5553360288569407,5,16,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,16,1,1,1,0,0,1,0,1,1,1,1,1,-1,-1,1,-1,1,1,-2,3,-4,0,0,-1,0,-1,3,3,8,1,0,0,4,0,4,8,moodrate,48,1.170708385157875,6,17,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,17,1,1,0,1,1,1,0,0,1,1,1,-1,1,1,1,-1,-1,1,-3,1,0,-2,3,-4,0,0,-1,2,6,0,3,8,1,0,0,4,moodrate,51,0.5553360288569407,5,18,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,18,1,0,0,1,1,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,3,0,0,-3,1,0,-2,3,-4,8,0,0,2,6,0,3,8,1,moodrate,54,0.5553360288569407,5,19,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,19,0,0,1,1,0,0,1,1,0,-1,-1,1,1,-1,-1,1,1,-1,0,0,-4,3,0,0,-3,1,0,0,0,1,8,0,0,2,6,0,moodrate,57,1.170708385157875,6,20,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,20,0,0,1,0,0,1,1,0,0,-1,-1,1,-1,-1,1,1,-1,-1,0,0,3,0,0,-4,3,0,0,0,0,8,0,0,1,8,0,0,moodrate,60,0.5553360288569407,5,21,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,21,1,0,1,0,0,1,0,0,1,1,-1,1,-1,-1,1,-1,-1,1,-2,0,4,0,0,3,0,0,-4,3,0,9,0,0,8,0,0,1,moodrate,63,0.5553360288569407,5,22,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,22,0,0,0,1,0,1,0,0,1,-1,-1,-1,1,-1,1,-1,-1,1,0,0,0,-2,0,4,0,0,3,0,0,0,3,0,9,0,0,8,moodrate,66,-0.06003632744399365,4,23,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,23,0,1,0,0,0,0,1,0,1,-1,1,-1,-1,-1,-1,1,-1,1,0,4,0,0,0,0,-2,0,4,0,9,0,0,0,0,3,0,9,moodrate,69,0.5553360288569407,5,24,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,24,1,0,1,0,1,0,0,0,0,1,-1,1,-1,1,-1,-1,-1,-1,1,0,2,0,4,0,0,0,0,6,0,7,0,9,0,0,0,0,moodrate,72,0.5553360288569407,5,25,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,25,1,0,1,1,0,1,0,1,0,1,-1,1,1,-1,1,-1,1,-1,-1,0,0,1,0,2,0,4,0,4,0,5,6,0,7,0,9,0,moodrate,75,0.5553360288569407,5,26,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,26,0,0,1,1,0,1,1,0,1,-1,-1,1,1,-1,1,1,-1,1,0,0,3,-1,0,0,1,0,2,0,0,8,4,0,5,6,0,7,moodrate,78,0.5553360288569407,5,27,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,27,0,1,1,0,0,1,1,0,1,-1,1,1,-1,-1,1,1,-1,1,0,-1,3,0,0,3,-1,0,0,0,4,8,0,0,8,4,0,5,moodrate,81,0.5553360288569407,5,28,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,28,0,0,1,0,1,1,0,0,1,-1,-1,1,-1,1,1,-1,-1,1,0,0,-2,0,-1,3,0,0,3,0,0,3,0,4,8,0,0,8,moodrate,84,0.5553360288569407,5,29,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,29,1,0,0,0,0,1,0,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,0,0,-2,0,-1,3,4,0,0,0,0,3,0,4,8,moodrate,87,0.5553360288569407,5,30,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,30,1,0,0,1,0,0,0,0,1,1,-1,-1,1,-1,-1,-1,-1,1,4,0,0,-1,0,0,0,0,-2,9,0,0,4,0,0,0,0,3,moodrate,90,0.5553360288569407,5,31,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,31,0,1,1,1,0,0,1,0,0,-1,1,1,1,-1,-1,1,-1,-1,0,4,4,4,0,0,-1,0,0,0,9,9,9,0,0,4,0,0,moodrate,93,0.5553360288569407,5,32,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,32,1,0,0,0,1,1,1,0,0,1,-1,-1,-1,1,1,1,-1,-1,5,0,0,0,4,4,4,0,0,10,0,0,0,9,9,9,0,0,moodrate,96,0.5553360288569407,5,33,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,33,0,1,1,1,0,0,0,1,1,-1,1,1,1,-1,-1,-1,1,1,0,0,5,5,0,0,0,4,4,0,0,10,10,0,0,0,9,9,moodrate,99,0.5553360288569407,5,34,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,34,1,1,0,0,1,1,1,0,0,1,1,-1,-1,1,1,1,-1,-1,0,0,0,0,0,5,5,0,0,5,5,0,0,0,10,10,0,0,moodrate,102,0.5553360288569407,5,35,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
199,day1_block1,35,0,0,0,1,1,0,0,1,1,-1,-1,-1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,10,moodrate,105,0.5553360288569407,5,36,1,1,2021-02-26T01:16:03Z,Winsec,0,2021-02-28T01:17:56Z,1,2021-02-26,2021-02-28,2,loseday_block1,before_loss,6,4
